"ResponseId","mTurkCode","IPAddress","LocationLatitude","LocationLongitude","StartDate","EndDate","duration_seconds","gender","education_level","house_income","AI_educated","AI_attitude","learn_anything","assignment_undesirable","assignment_jobs","assignment_oversight","assignment_recommender","assignment_beneficial","score_undesirable","score_jobs","score_oversight","score_recommender","score_beneficial","control_undesirable","control_jobs","control_oversight","control_recommender","control_beneficial","treat_undesirable","treat_jobs","treat_oversight","treat_recommender","treat_beneficial","attention_question_code","attention_question","attention_correct"
"R_3PAEiAQEMYAwL09",4239394,"174.236.4.127",35.333892822266,-97.476997375488,"2018-03-31 16:49:38","2018-03-31 16:53:26",227,1,2,1,3,4,0,1,1,0,1,0,3,3,3,4,4,NA,NA,3,NA,4,3,3,NA,4,NA,4,"recommender",1
"R_3EX95qfEymTQYjN",6679155,"186.91.123.87",10.07389831543,-69.322799682617,"2018-03-31 16:45:54","2018-03-31 16:55:02",548,0,0,1,1,4,1,1,1,0,1,0,4,4,4,1,3,NA,NA,4,NA,3,4,4,NA,1,NA,2,"jobs",1
"R_3ND3FC3ZBbPKprc",9591433,"181.57.248.177",4.6638946533203,-74.044799804688,"2018-03-31 16:49:15","2018-03-31 16:55:39",383,1,0,1,3,4,1,0,1,0,1,1,2,2,4,4,4,2,NA,4,NA,NA,NA,2,NA,4,4,4,"recommender",0
"R_2EphH8RfQb9JgCk",6231858,"107.15.214.133",35.789505004883,-78.874298095703,"2018-03-31 16:53:57","2018-03-31 16:57:06",189,1,2,1,3,4,0,1,0,0,1,1,3,5,5,5,3,NA,5,5,NA,NA,3,NA,NA,5,3,1,"undesirable",0
"R_2ePCCKKi6725sqN",8147110,"70.37.216.139",42.854705810547,-98.694000244141,"2018-03-31 16:57:58","2018-03-31 17:00:07",128,0,0,2,2,2,1,1,0,1,1,0,4,4,4,1,2,NA,4,NA,NA,2,4,NA,4,1,NA,4,"recommender",0
"R_2aJJ5J74xLDleQX",286908,"70.15.163.44",40.799896240234,-75.733901977539,"2018-03-31 16:55:43","2018-03-31 17:01:45",361,0,2,1,3,4,0,0,1,1,1,0,3,5,5,4,2,3,NA,NA,NA,2,NA,5,5,4,NA,4,"recommender",0
"R_1NDgJLaArVWJJDb",9139312,"24.107.125.6",38.607604980469,-90.559700012207,"2018-03-31 17:00:55","2018-03-31 17:02:25",90,0,2,2,3,3,1,1,1,0,0,1,4,4,5,3,4,NA,NA,5,3,NA,4,4,NA,NA,4,5,"beneficial",1
"R_rkc6BBKpqTDlxcd",8105786,"47.138.55.103",33.781600952148,-118.18589782715,"2018-03-31 17:02:12","2018-03-31 17:03:05",52,1,2,3,2,3,0,0,1,1,1,0,5,5,5,1,4,5,NA,NA,NA,4,NA,5,5,1,NA,4,"recommender",0
"R_11aKyY02jlEa0yH",5515113,"76.94.74.53",34.06689453125,-118.31089782715,"2018-03-31 17:03:53","2018-03-31 17:05:20",86,1,2,1,2,5,0,0,1,1,1,0,2,4,5,3,5,2,NA,NA,NA,5,NA,4,5,3,NA,2,"jobs",0
"R_3EiesdBI1oqtDWU",3090643,"73.222.140.117",37.769104003906,-122.4449005127,"2018-03-31 17:03:50","2018-03-31 17:05:26",95,1,2,1,2,5,0,1,0,1,1,0,2,1,2,3,5,NA,1,NA,NA,5,2,NA,2,3,NA,4,"recommender",0
"R_1f6ZPbB2oD9k9ae",3077422,"99.73.114.130",39.840103149414,-86.054801940918,"2018-03-31 17:05:34","2018-03-31 17:06:21",46,1,1,1,2,2,1,0,1,1,0,1,2,2,3,3,3,2,NA,NA,3,NA,NA,2,3,NA,3,5,"beneficial",0
"R_2zOcgyXXsOPvTlz",8870659,"73.20.85.25",40.576507568359,-111.89379882812,"2018-03-31 17:04:02","2018-03-31 17:06:29",146,0,1,1,4,4,1,1,1,1,0,0,2,1,4,3,4,NA,NA,NA,3,4,2,1,4,NA,NA,3,"oversight",1
"R_1EWBdlmotmsImSw",2056736,"72.186.187.223",28.477203369141,-82.599899291992,"2018-03-31 17:03:58","2018-03-31 17:07:02",184,1,2,2,4,4,0,1,0,1,1,0,4,3,4,2,4,NA,3,NA,NA,4,4,NA,4,2,NA,1,"undesirable",1
"R_3MFOhXNBOeAWV1D",2549579,"71.57.10.200",41.973403930664,-88.206497192383,"2018-03-31 17:06:43","2018-03-31 17:07:24",40,1,2,3,3,3,0,0,0,1,1,1,3,2,3,2,3,3,2,NA,NA,NA,NA,NA,3,2,3,3,"oversight",0
"R_2ARMCkE88lXVxUW",336942,"97.86.103.65",43.70979309082,-87.747802734375,"2018-03-31 17:04:59","2018-03-31 17:07:25",145,0,4,1,3,3,1,0,1,1,0,1,3,4,3,2,3,3,NA,NA,2,NA,NA,4,3,NA,3,5,"beneficial",1
"R_323egYL3vo80Aqr",7478300,"174.217.3.168",41.689697265625,-93.795097351074,"2018-03-31 17:06:04","2018-03-31 17:07:53",109,1,4,3,2,2,0,0,1,0,1,1,4,4,5,2,2,4,NA,5,NA,NA,NA,4,NA,2,2,5,"beneficial",1
"R_2PiDn0FdRdi0bBj",8429300,"216.174.185.87",39.787506103516,-89.750801086426,"2018-03-31 17:05:31","2018-03-31 17:08:00",149,1,1,1,2,3,0,1,0,1,1,0,4,3,4,4,4,NA,3,NA,NA,4,4,NA,4,4,NA,3,"oversight",1
"R_3O8RiFLeedGmOHg",4780187,"99.129.94.109",42.246200561523,-83.179000854492,"2018-03-31 17:06:05","2018-03-31 17:08:12",126,1,2,2,4,4,1,0,0,1,1,1,4,3,4,1,3,4,3,NA,NA,NA,NA,NA,4,1,3,4,"recommender",0
"R_8u1KfxYpaoJ5fXP",8093793,"65.31.130.79",43.043395996094,-87.894500732422,"2018-03-31 17:05:07","2018-03-31 17:08:38",211,1,2,1,2,3,1,0,1,0,1,1,3,4,5,2,4,3,NA,5,NA,NA,NA,4,NA,2,4,2,"jobs",1
"R_tYD3LObR4U2bek9",6938078,"76.104.204.107",48.739501953125,-122.48089599609,"2018-03-31 17:05:56","2018-03-31 17:09:00",184,0,2,1,2,3,0,0,1,0,1,1,4,4,5,1,4,4,NA,5,NA,NA,NA,4,NA,1,4,2,"jobs",1
"R_2b0DZrcVGsovj0N",4762815,"76.102.115.62",37.721694946289,-122.44439697266,"2018-03-31 17:05:20","2018-03-31 17:09:34",253,0,2,3,2,4,0,0,1,1,0,1,3,4,4,2,4,3,NA,NA,2,NA,NA,4,4,NA,4,2,"jobs",1
"R_2ROZG93AL3D9oGD",8025631,"73.41.60.239",36.887405395508,-119.76969909668,"2018-03-31 17:06:12","2018-03-31 17:09:44",211,0,2,4,2,3,1,0,0,1,1,1,3,3,2,3,3,3,3,NA,NA,NA,NA,NA,2,3,3,5,"beneficial",1
"R_3FPa3X4dtBsP2pD",5837974,"173.239.228.91",37.339401245117,-121.89500427246,"2018-03-31 17:08:21","2018-03-31 17:10:11",110,1,1,2,3,5,0,1,1,1,0,0,2,1,1,3,5,NA,NA,NA,3,5,2,1,1,NA,NA,1,"undesirable",0
"R_BufIHgxE4Zk307D",3837756,"99.67.160.193",33.881805419922,-117.85029602051,"2018-03-31 17:06:08","2018-03-31 17:10:44",275,0,2,2,3,2,1,1,1,0,0,1,4,4,5,2,3,NA,NA,5,2,NA,4,4,NA,NA,3,2,"jobs",1
"R_UMg7XHHxP90LJJv",3478880,"24.159.97.45",33.956207275391,-83.987998962402,"2018-03-31 17:09:42","2018-03-31 17:10:46",64,1,2,2,2,4,1,0,1,0,1,1,3,4,4,2,4,3,NA,4,NA,NA,NA,4,NA,2,4,2,"jobs",1
"R_O0CM3oJkXoqyaJ3",1931176,"24.102.129.220",40.615203857422,-75.543701171875,"2018-03-31 17:08:56","2018-03-31 17:11:02",126,0,1,1,2,3,0,1,1,0,0,1,2,3,3,1,3,NA,NA,3,1,NA,2,3,NA,NA,3,2,"jobs",0
"R_WlceO1g6ObS6f7z",3373466,"107.77.234.150",33.920303344727,-84.61799621582,"2018-03-31 17:09:29","2018-03-31 17:11:41",131,0,1,1,3,3,0,0,1,0,1,1,4,4,4,4,3,4,NA,4,NA,NA,NA,4,NA,4,3,4,"recommender",0
"R_2QVx7qeubuUdy92",185722,"107.77.241.2",37.751007080078,-97.821998596191,"2018-03-31 17:09:26","2018-03-31 17:12:19",172,0,2,2,4,4,0,1,1,1,0,0,3,2,5,2,4,NA,NA,NA,2,4,3,2,5,NA,NA,3,"oversight",0
"R_2rIqnzfmehhjJkO",293032,"107.142.176.135",41.584197998047,-87.495597839355,"2018-03-31 17:11:36","2018-03-31 17:12:19",43,1,4,2,3,4,1,0,1,1,0,1,3,4,2,2,3,3,NA,NA,2,NA,NA,4,2,NA,3,5,"beneficial",1
"R_1LUWi3UYy2rfw60",6438912,"24.18.245.163",47.755493164062,-122.29919433594,"2018-03-31 17:09:23","2018-03-31 17:12:30",186,1,1,1,2,4,1,0,1,1,0,1,3,4,2,2,5,3,NA,NA,2,NA,NA,4,2,NA,5,5,"beneficial",1
"R_2AT05stpeHIqTkN",8111322,"24.159.97.45",33.956207275391,-83.987998962402,"2018-03-31 17:11:50","2018-03-31 17:12:31",40,0,2,2,4,4,1,0,1,1,0,1,2,4,4,3,3,2,NA,NA,3,NA,NA,4,4,NA,3,5,"beneficial",1
"R_ZdFaVYdW83HYcw1",7790725,"65.33.207.71",27.973098754883,-81.673599243164,"2018-03-31 17:05:57","2018-03-31 17:12:52",415,0,2,2,3,3,1,0,0,1,1,1,3,4,5,5,4,3,4,NA,NA,NA,NA,NA,5,5,4,5,"beneficial",1
"R_1onj3wEFM3kC3KS",4199218,"98.170.214.91",30.538192749023,-87.212303161621,"2018-03-31 17:07:25","2018-03-31 17:13:01",336,1,0,1,3,4,0,1,0,1,0,1,3,5,5,3,3,NA,5,NA,3,NA,3,NA,5,NA,3,5,"beneficial",1
"R_2xSl435c8SzTjWz",1342499,"73.142.75.38",41.781402587891,-72.754402160645,"2018-03-31 17:12:28","2018-03-31 17:13:54",85,1,4,4,3,5,1,1,1,1,0,0,2,2,2,4,5,NA,NA,NA,4,5,2,2,2,NA,NA,3,"oversight",1
"R_3sueCL5DLpTO84Y",6661314,"107.216.157.111",36.264297485352,-95.827697753906,"2018-03-31 17:10:56","2018-03-31 17:14:02",186,1,0,2,1,3,0,1,1,1,0,0,4,2,4,5,3,NA,NA,NA,5,3,4,2,4,NA,NA,1,"undesirable",0
"R_BPnXskhSU2yCTEB",8893159,"73.142.22.16",41.873397827148,-70.63939666748,"2018-03-31 17:11:21","2018-03-31 17:14:07",166,0,2,2,2,3,1,1,1,0,1,0,3,5,4,2,3,NA,NA,4,NA,3,3,5,NA,2,NA,4,"recommender",0
"R_3hgud28tUVI9XBm",1264946,"71.10.234.212",42.186096191406,-72.525497436523,"2018-03-31 17:12:10","2018-03-31 17:14:16",126,0,2,2,4,4,1,1,0,1,1,0,2,1,5,2,4,NA,1,NA,NA,4,2,NA,5,2,NA,1,"undesirable",1
"R_2w60BwbhPTIkJKt",8667501,"98.179.187.81",41.505905151367,-72.908096313477,"2018-03-31 17:10:50","2018-03-31 17:14:29",218,0,2,1,2,3,1,1,0,1,1,0,3,3,4,4,3,NA,3,NA,NA,3,3,NA,4,4,NA,4,"recommender",0
"R_3GAJMAvfh4I4stv",3429047,"136.63.76.74",38.914505004883,-94.300598144531,"2018-03-31 17:12:29","2018-03-31 17:14:47",137,1,1,3,2,2,0,0,1,1,0,1,3,3,5,2,3,3,NA,NA,2,NA,NA,3,5,NA,3,3,"oversight",1
"R_24itcLFq5MPVebk",3311708,"199.66.65.95",39.483505249023,-86.047798156738,"2018-03-31 17:12:27","2018-03-31 17:15:47",199,0,2,1,4,2,1,0,1,1,1,0,4,4,4,2,2,4,NA,NA,NA,2,NA,4,4,2,NA,4,"recommender",0
"R_3FWoqtMDnoKFqAq",8905120,"69.114.242.55",40.551605224609,-74.46369934082,"2018-03-31 17:10:07","2018-03-31 17:16:00",353,1,0,2,4,4,1,0,0,1,1,1,2,2,3,2,4,2,2,NA,NA,NA,NA,NA,3,2,4,4,"recommender",0
"R_308LiCskXP49TEK",1038383,"174.108.54.164",35.567504882812,-80.890800476074,"2018-03-31 17:14:40","2018-03-31 17:16:05",85,1,1,1,3,3,1,1,1,0,1,0,5,4,4,2,2,NA,NA,4,NA,2,5,4,NA,2,NA,2,"jobs",1
"R_1Ny977w72pQCa4P",1686658,"70.176.130.83",32.24479675293,-110.92320251465,"2018-03-31 17:13:03","2018-03-31 17:16:07",184,0,2,1,3,2,1,0,1,1,1,0,4,5,5,2,2,4,NA,NA,NA,2,NA,5,5,2,NA,3,"oversight",1
"R_C7khmmB6TCBUONH",8879756,"74.215.101.77",39.154693603516,-84.388900756836,"2018-03-31 17:15:20","2018-03-31 17:17:09",109,0,2,1,4,1,0,0,0,1,1,1,4,3,5,4,3,4,3,NA,NA,NA,NA,NA,5,4,3,4,"recommender",1
"R_3rZDidhtdJzOfH6",3946681,"74.102.72.63",40.902297973633,-74.061500549316,"2018-03-31 17:14:29","2018-03-31 17:17:55",205,1,2,1,2,4,0,1,1,0,0,1,2,5,3,2,4,NA,NA,3,2,NA,2,5,NA,NA,4,1,"undesirable",1
"R_2z7ooy2jb8L1mUq",2396016,"72.35.172.63",40.621505737305,-93.781303405762,"2018-03-31 17:16:53","2018-03-31 17:18:06",73,1,3,2,3,3,0,0,0,1,1,1,3,4,2,3,4,3,4,NA,NA,NA,NA,NA,2,3,4,3,"oversight",1
"R_1C2qk8ESyQAFLrC",548549,"75.184.12.137",35.078506469727,-78.933601379395,"2018-03-31 17:12:16","2018-03-31 17:18:08",352,0,4,1,4,3,1,0,1,1,0,1,5,5,4,5,1,5,NA,NA,5,NA,NA,5,4,NA,1,2,"jobs",0
"R_1o4RTKfLIbnV5GH",6305438,"24.208.211.116",40.253997802734,-83.368499755859,"2018-03-31 17:11:07","2018-03-31 17:18:10",422,1,2,1,3,4,0,1,1,1,0,0,2,4,3,2,4,NA,NA,NA,2,4,2,4,3,NA,NA,2,"jobs",1
"R_2QginpgrDBSEGwj",3647435,"68.83.24.31",40.429306030273,-74.420303344727,"2018-03-31 17:16:44","2018-03-31 17:18:14",89,1,2,2,4,3,1,0,1,0,1,1,4,5,5,3,4,4,NA,5,NA,NA,NA,5,NA,3,4,2,"jobs",1
"R_302YSjKvksM2ndj",9898380,"113.208.92.106",0,0,"2018-03-31 17:15:36","2018-03-31 17:18:30",173,1,3,4,3,3,0,1,1,0,1,0,3,4,5,3,4,NA,NA,5,NA,4,3,4,NA,3,NA,4,"recommender",0
"R_25plRdaeTehmKOJ",3650450,"99.48.70.202",39.592498779297,-86.111099243164,"2018-03-31 17:17:13","2018-03-31 17:18:51",98,1,1,1,3,2,0,1,0,1,0,1,4,5,5,1,2,NA,5,NA,1,NA,4,NA,5,NA,2,3,"oversight",1
"R_ZahRTuRUOfuQmhb",1173589,"97.125.119.94",43.92919921875,-123.08670043945,"2018-03-31 17:17:18","2018-03-31 17:19:16",118,1,2,1,4,1,0,0,1,1,1,0,5,5,5,3,2,5,NA,NA,NA,2,NA,5,5,3,NA,3,"oversight",1
"R_3D24kd8wHombj5P",2633642,"70.118.246.32",39.033706665039,-94.541000366211,"2018-03-31 17:14:43","2018-03-31 17:19:28",284,1,2,1,1,3,0,0,1,0,1,1,3,3,5,1,3,3,NA,5,NA,NA,NA,3,NA,1,3,5,"beneficial",1
"R_3lYsyClD6DoBx1X",7545260,"98.5.217.83",42.103302001953,-78.404197692871,"2018-03-31 17:16:32","2018-03-31 17:19:49",197,0,2,2,2,4,1,0,1,1,1,0,2,2,4,3,4,2,NA,NA,NA,4,NA,2,4,3,NA,4,"recommender",0
"R_2y9hVHuOCNflyZb",5026936,"72.28.182.101",33.448303222656,-81.692100524902,"2018-03-31 17:17:50","2018-03-31 17:19:54",123,0,1,1,3,3,0,0,1,1,0,1,2,4,4,2,3,2,NA,NA,2,NA,NA,4,4,NA,3,3,"oversight",1
"R_3fy5jWUrAHBF9Jp",3260625,"68.8.199.177",32.795196533203,-116.96710205078,"2018-03-31 17:11:46","2018-03-31 17:20:06",500,0,1,1,4,4,1,0,1,0,1,1,2,3,4,3,4,2,NA,4,NA,NA,NA,3,NA,3,4,2,"jobs",1
"R_O23CJN878YnCW0V",4410793,"142.196.129.55",28.555297851562,-81.346702575684,"2018-03-31 17:16:24","2018-03-31 17:20:16",231,1,4,4,3,5,1,0,1,1,0,1,1,2,2,2,4,1,NA,NA,2,NA,NA,2,2,NA,4,5,"beneficial",1
"R_djuUOUDXVosZQ89",224155,"73.35.55.142",30.353302001953,-81.499000549316,"2018-03-31 17:18:40","2018-03-31 17:20:31",110,1,2,2,3,2,0,0,1,0,1,1,4,5,5,1,3,4,NA,5,NA,NA,NA,5,NA,1,3,4,"recommender",0
"R_3DjpCDa2Qje2byx",910503,"99.45.245.49",28.555297851562,-81.346702575684,"2018-03-31 17:18:53","2018-03-31 17:20:56",122,0,3,1,2,2,1,0,1,1,1,0,4,4,5,2,2,4,NA,NA,NA,2,NA,4,5,2,NA,4,"recommender",0
"R_3CUZ6FoEyTdjKoS",5764371,"71.87.228.3",34.994201660156,-81.982498168945,"2018-03-31 17:19:21","2018-03-31 17:21:02",100,0,4,2,3,3,0,1,0,1,0,1,4,4,5,3,3,NA,4,NA,3,NA,4,NA,5,NA,3,5,"beneficial",1
"R_1F3MFlTdaAGtypH",8043483,"74.128.146.58",38.004699707031,-84.533401489258,"2018-03-31 17:19:01","2018-03-31 17:21:11",129,1,4,2,2,4,1,1,1,1,0,0,4,3,2,4,4,NA,NA,NA,4,4,4,3,2,NA,NA,3,"oversight",1
"R_1NbvXqwoJZ6hNvX",890415,"50.48.11.10",43.142593383789,-77.545097351074,"2018-03-31 17:14:23","2018-03-31 17:21:12",408,1,2,1,2,3,0,1,1,0,0,1,3,4,3,2,4,NA,NA,3,2,NA,3,4,NA,NA,4,5,"beneficial",0
"R_2zXTGV3mzN2RfZ0",66028,"98.248.29.27",37.193099975586,-121.83639526367,"2018-03-31 17:20:34","2018-03-31 17:21:43",68,1,2,4,4,3,1,1,1,0,0,1,4,4,4,4,3,NA,NA,4,4,NA,4,4,NA,NA,3,1,"undesirable",0
"R_3qygCyXG8v9qxDa",8889880,"174.49.89.194",34.228103637695,-84.178001403809,"2018-03-31 17:13:49","2018-03-31 17:21:58",489,1,2,1,4,1,1,0,1,1,0,1,5,5,3,3,2,5,NA,NA,3,NA,NA,5,3,NA,2,0,"0",NA
"R_UMGoajzq6LoY6kN",8521268,"73.225.48.198",47.620101928711,-122.14080047607,"2018-03-31 17:17:02","2018-03-31 17:22:53",350,1,3,4,3,3,1,1,0,0,1,1,3,4,3,3,3,NA,4,3,NA,NA,3,NA,NA,3,3,1,"undesirable",1
"R_23eg5omaep2Eead",4753096,"71.58.172.175",40.075393676758,-76.318901062012,"2018-03-31 17:21:31","2018-03-31 17:23:04",92,0,3,1,2,2,1,1,1,0,1,0,3,3,4,3,3,NA,NA,4,NA,3,3,3,NA,3,NA,4,"recommender",0
"R_2aOIIpu3J6rGM5v",5629887,"67.160.159.204",45.537704467773,-122.60060119629,"2018-03-31 17:21:55","2018-03-31 17:23:27",91,1,2,1,3,4,1,1,1,0,0,1,3,3,4,2,3,NA,NA,4,2,NA,3,3,NA,NA,3,2,"jobs",1
"R_1doHvZZE1kuNYw8",6052785,"68.106.214.221",41.20849609375,-96.193901062012,"2018-03-31 17:19:59","2018-03-31 17:23:28",209,0,1,2,3,3,1,0,1,1,0,1,3,2,4,2,3,3,NA,NA,2,NA,NA,2,4,NA,3,2,"jobs",1
"R_2YaGq8iI4YX0noN",8601854,"24.225.103.144",38.985000610352,-95.343597412109,"2018-03-31 17:22:00","2018-03-31 17:23:57",116,1,2,3,3,4,1,1,0,1,0,1,2,2,4,3,4,NA,2,NA,3,NA,2,NA,4,NA,4,1,"undesirable",1
"R_QazvnzkjhJkhd1n",8980029,"173.64.7.153",42.990493774414,-78.842002868652,"2018-03-31 17:22:10","2018-03-31 17:24:21",131,1,2,2,2,4,1,1,1,0,0,1,1,2,2,4,4,NA,NA,2,4,NA,1,2,NA,NA,4,2,"jobs",1
"R_271J1Ylqbc65jFS",4423542,"24.253.82.163",36.143997192383,-115.03230285645,"2018-03-31 17:21:10","2018-03-31 17:24:28",198,1,1,1,2,3,1,1,0,0,1,1,3,4,4,3,3,NA,4,4,NA,NA,3,NA,NA,3,3,5,"beneficial",1
"R_1KxzVU8douXPtpi",5534935,"69.250.42.114",39.389205932617,-76.491996765137,"2018-03-31 17:22:14","2018-03-31 17:25:00",166,1,1,4,1,4,1,1,1,0,0,1,1,2,3,4,5,NA,NA,3,4,NA,1,2,NA,NA,5,5,"beneficial",1
"R_1nMXVt4cHEW6ADy",2056730,"98.234.17.118",36.725799560547,-121.63180541992,"2018-03-31 17:24:56","2018-03-31 17:27:10",133,1,1,2,3,3,0,1,1,0,0,1,2,2,3,3,4,NA,NA,3,3,NA,2,2,NA,NA,4,1,"undesirable",1
"R_24pgJaCN8M8mORj",7672464,"108.54.216.58",40.602401733398,-73.763702392578,"2018-03-31 17:25:05","2018-03-31 17:27:13",128,1,2,2,3,3,0,1,0,0,1,1,3,4,3,3,3,NA,4,3,NA,NA,3,NA,NA,3,3,4,"recommender",0
"R_2SkOk3oWHvMrgUW",1527003,"108.54.216.58",40.602401733398,-73.763702392578,"2018-03-31 17:25:53","2018-03-31 17:27:31",98,0,2,1,3,3,0,1,0,0,1,1,3,3,3,3,4,NA,3,3,NA,NA,3,NA,NA,3,4,4,"recommender",0
"R_vxzbApmSi9mp35D",4687861,"69.132.76.237",35.339996337891,-80.210800170898,"2018-03-31 17:23:41","2018-03-31 17:27:56",254,1,2,1,2,2,0,0,1,1,0,1,4,2,1,2,4,4,NA,NA,2,NA,NA,2,1,NA,4,2,"jobs",0
"R_1rjBPvv66wN4KT3",9758354,"68.32.169.137",34.719299316406,-86.560401916504,"2018-03-31 17:25:33","2018-03-31 17:30:48",314,1,4,2,3,4,0,1,0,1,1,0,2,3,3,2,4,NA,3,NA,NA,4,2,NA,3,2,NA,4,"recommender",0
"R_1MRj7piu2n04C1v",2331401,"70.187.80.244",29.685104370117,-82.432403564453,"2018-03-31 17:30:03","2018-03-31 17:30:52",49,1,4,3,3,3,0,1,0,1,0,1,3,3,2,2,2,NA,3,NA,2,NA,3,NA,2,NA,2,1,"undesirable",0
"R_1pzIHsMLUwrHfBg",7775876,"219.249.34.37",37.511199951172,126.97409057617,"2018-03-31 17:30:06","2018-03-31 17:32:13",126,1,4,2,3,4,1,1,0,1,0,1,3,2,5,3,4,NA,2,NA,3,NA,3,NA,5,NA,4,1,"undesirable",1
"R_3dMQaTVWSr7xAoG",967151,"74.215.72.253",39.206604003906,-84.39640045166,"2018-03-31 17:29:43","2018-03-31 17:32:22",158,0,4,1,2,3,1,0,1,1,0,1,2,2,4,4,4,2,NA,NA,4,NA,NA,2,4,NA,4,2,"jobs",1
"R_322B1io1wV6PV5P",6315464,"173.71.177.183",40.441299438477,-80.106399536133,"2018-03-31 17:29:44","2018-03-31 17:32:37",173,1,2,1,3,3,1,1,0,1,0,1,4,2,3,2,3,NA,2,NA,2,NA,4,NA,3,NA,3,1,"undesirable",0
"R_1dFctuP0U4fCDsY",3439172,"71.93.128.196",34.148696899414,-117.51179504395,"2018-03-31 17:32:02","2018-03-31 17:32:37",35,0,2,2,3,4,1,1,1,0,1,0,3,4,5,4,3,NA,NA,5,NA,3,3,4,NA,4,NA,4,"recommender",0
"R_1IyFgcaNagJNJel",6323360,"173.244.48.98",34.052200317383,-118.24369812012,"2018-03-31 17:31:52","2018-03-31 17:33:23",91,0,2,2,3,2,0,1,0,1,1,0,4,4,5,2,4,NA,4,NA,NA,4,4,NA,5,2,NA,1,"undesirable",0
"R_30uArCMSPGBeiI4",7526482,"174.18.17.83",32.221694946289,-110.92649841309,"2018-03-31 17:31:59","2018-03-31 17:33:53",114,0,1,1,2,3,0,0,0,1,1,1,5,5,5,5,3,5,5,NA,NA,NA,NA,NA,5,5,3,4,"recommender",0
"R_3k0zlMYTQUzwxOR",9536978,"199.193.237.16",44.121307373047,-124.00230407715,"2018-03-31 17:28:09","2018-03-31 17:34:08",358,0,2,1,3,3,1,1,1,1,0,0,2,5,5,2,2,NA,NA,NA,2,2,2,5,5,NA,NA,1,"undesirable",1
"R_1iglxWrzyV8m07Y",4181911,"173.190.12.173",37.141006469727,-83.737197875977,"2018-03-31 17:28:09","2018-03-31 17:34:17",368,1,1,1,2,3,0,0,0,1,1,1,3,4,5,1,3,3,4,NA,NA,NA,NA,NA,5,1,3,3,"oversight",1
"R_erNBon5a8hECDvj",7136313,"76.21.65.42",38.457794189453,-122.68530273438,"2018-03-31 17:34:19","2018-03-31 17:35:59",99,1,2,2,2,4,0,0,0,1,1,1,2,3,4,2,5,2,3,NA,NA,NA,NA,NA,4,2,5,5,"beneficial",1
"R_1OIiTMQSGA38TW8",7213057,"108.59.217.100",33.784805297852,-83.67310333252,"2018-03-31 17:31:58","2018-03-31 17:36:26",267,1,1,1,2,3,1,1,1,0,1,0,3,2,4,2,4,NA,NA,4,NA,4,3,2,NA,2,NA,4,"recommender",0
"R_Z9p3K0QQg8RBC6J",5238133,"162.226.209.173",40.048599243164,-83.072601318359,"2018-03-31 17:36:41","2018-03-31 17:38:23",102,0,2,1,3,3,0,1,1,1,0,0,3,4,4,2,3,NA,NA,NA,2,3,3,4,4,NA,NA,1,"undesirable",1
"R_51QCb23Tl8TT27L",1559728,"24.20.124.0",45.498001098633,-122.77839660645,"2018-03-31 17:33:09","2018-03-31 17:38:53",343,1,1,1,2,4,0,0,0,1,1,1,3,3,5,3,5,3,3,NA,NA,NA,NA,NA,5,3,5,3,"oversight",1
"R_3KIt1uD4xzzdj8d",8230091,"66.29.178.9",40.464706420898,-111.63320159912,"2018-03-31 17:37:06","2018-03-31 17:40:02",175,0,3,2,2,3,1,0,1,0,1,1,2,3,3,4,3,2,NA,3,NA,NA,NA,3,NA,4,3,4,"recommender",0
"R_3J1WhTT5jPc4WPL",1951748,"73.151.12.225",39.459396362305,-121.39720153809,"2018-03-31 17:38:55","2018-03-31 17:41:44",169,0,4,1,1,3,0,0,1,1,1,0,4,3,4,2,3,4,NA,NA,NA,3,NA,3,4,2,NA,4,"recommender",0
"R_2QVxdzbjukx7w1k",7120541,"71.117.171.30",41.42790222168,-71.536399841309,"2018-03-31 17:40:33","2018-03-31 17:41:53",79,0,2,3,3,3,0,1,0,1,1,0,4,3,2,4,3,NA,3,NA,NA,3,4,NA,2,4,NA,1,"undesirable",1
"R_3EMdJzGYCLY36wH",9976060,"67.82.225.33",40.84489440918,-73.843399047852,"2018-03-31 17:39:36","2018-03-31 17:42:09",152,1,2,1,4,3,0,0,0,1,1,1,3,4,5,1,3,3,4,NA,NA,NA,NA,NA,5,1,3,3,"oversight",1
"R_psddyIV0kysfU65",8678118,"108.12.31.107",43.166900634766,-76.055801391602,"2018-03-31 17:38:16","2018-03-31 17:42:10",234,0,1,3,2,3,1,1,1,0,0,1,4,5,4,4,3,NA,NA,4,4,NA,4,5,NA,NA,3,1,"undesirable",0
"R_wMos1ADtapMKor7",8455127,"72.193.97.245",36.214294433594,-115.21309661865,"2018-03-31 17:40:05","2018-03-31 17:42:51",166,1,1,1,3,4,1,0,0,1,1,1,2,1,5,4,4,2,1,NA,NA,NA,NA,NA,5,4,4,5,"beneficial",1
"R_1qe7Y3EzWrMvKxU",951176,"69.73.64.85",32.260498046875,-86.225402832031,"2018-03-31 17:41:04","2018-03-31 17:42:52",107,1,2,1,4,3,0,0,1,0,1,1,3,2,3,3,4,3,NA,3,NA,NA,NA,2,NA,3,4,5,"beneficial",1
